Question,Answer
How can we solve this issue using Kaizen? A defect of type 'Cosmetic' was found at 'Surface' using 'Manual Testing' method. Severity level: Critical.,"Investigate the root cause of 'Cosmetic', improve inspection at 'Surface', and reduce repair cost of ₹567.72 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Cosmetic' was found at 'Surface' using 'Visual Inspection' method. Severity level: Moderate.,"Investigate the root cause of 'Cosmetic', improve inspection at 'Surface', and reduce repair cost of ₹490.53 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Functional' was found at 'Component' using 'Manual Testing' method. Severity level: Minor.,"Investigate the root cause of 'Functional', improve inspection at 'Component', and reduce repair cost of ₹11.38 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Functional' was found at 'Component' using 'Visual Inspection' method. Severity level: Moderate.,"Investigate the root cause of 'Functional', improve inspection at 'Component', and reduce repair cost of ₹409.72 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Functional' was found at 'Component' using 'Visual Inspection' method. Severity level: Minor.,"Investigate the root cause of 'Functional', improve inspection at 'Component', and reduce repair cost of ₹515.07 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Structural' was found at 'Component' using 'Visual Inspection' method. Severity level: Moderate.,"Investigate the root cause of 'Structural', improve inspection at 'Component', and reduce repair cost of ₹42.44 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Functional' was found at 'Internal' using 'Automated Testing' method. Severity level: Critical.,"Investigate the root cause of 'Functional', improve inspection at 'Internal', and reduce repair cost of ₹883.58 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Structural' was found at 'Internal' using 'Automated Testing' method. Severity level: Minor.,"Investigate the root cause of 'Structural', improve inspection at 'Internal', and reduce repair cost of ₹624.98 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Functional' was found at 'Component' using 'Manual Testing' method. Severity level: Minor.,"Investigate the root cause of 'Functional', improve inspection at 'Component', and reduce repair cost of ₹195.74 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Functional' was found at 'Internal' using 'Manual Testing' method. Severity level: Moderate.,"Investigate the root cause of 'Functional', improve inspection at 'Internal', and reduce repair cost of ₹241.22 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Cosmetic' was found at 'Component' using 'Manual Testing' method. Severity level: Minor.,"Investigate the root cause of 'Cosmetic', improve inspection at 'Component', and reduce repair cost of ₹441.18 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Structural' was found at 'Component' using 'Manual Testing' method. Severity level: Critical.,"Investigate the root cause of 'Structural', improve inspection at 'Component', and reduce repair cost of ₹274.09 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Functional' was found at 'Surface' using 'Visual Inspection' method. Severity level: Moderate.,"Investigate the root cause of 'Functional', improve inspection at 'Surface', and reduce repair cost of ₹268.52 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Structural' was found at 'Component' using 'Automated Testing' method. Severity level: Critical.,"Investigate the root cause of 'Structural', improve inspection at 'Component', and reduce repair cost of ₹170.44 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Functional' was found at 'Component' using 'Automated Testing' method. Severity level: Moderate.,"Investigate the root cause of 'Functional', improve inspection at 'Component', and reduce repair cost of ₹386.43 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Functional' was found at 'Surface' using 'Manual Testing' method. Severity level: Minor.,"Investigate the root cause of 'Functional', improve inspection at 'Surface', and reduce repair cost of ₹970.98 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Functional' was found at 'Component' using 'Automated Testing' method. Severity level: Minor.,"Investigate the root cause of 'Functional', improve inspection at 'Component', and reduce repair cost of ₹751.73 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Functional' was found at 'Component' using 'Automated Testing' method. Severity level: Minor.,"Investigate the root cause of 'Functional', improve inspection at 'Component', and reduce repair cost of ₹285.85 by applying standardization and process control."
How can we solve this issue using Kaizen? A defect of type 'Structural' was found at 'Internal' using 'Manual Testing' method. Severity level: Critical.,"Investigate the root cause of 'Structural', improve inspection at 'Internal', and reduce repair cost of ₹478.75 by applying standardization and process control."
